12/18/2023	2:37:46 PM

Pc[W]	Q0	Eacc[MV/m]	He_temp[K]
1.086	23847621507.055	14.988	1.461600
39970.402371	404.623349	476.443502	18017.886968	22408.357321	21175.291169	16991.944678	486.962340	22130.560389	18417.393097	17049.623524	18843.272386	19943.116551	17555.217832	32527.469169	20418.330553
19383.426692	31187.640464	16848.448818	16304.041815	21378.270520	31000.413517	24046.964158	446.860309	16758.352866	15418.246611	20120.275804	17013.119676	18347.903459	31283.763432	16783.934438	16644.674512
440.641566	30877.675618	36505.029967	17527.181603	14619.324162	17352.536989	14958.836804	17891.060148	484.315370	17161.286254	588.966025	17568.645966	19829.125068	17217.035999	25965.423130	45479.517855
16501.039915	431.245863	16334.755981	23197.389993	21251.323616	28392.897568	15671.666474	16770.810395	17513.293651	16346.510415	492.841514	17228.742405	18308.602076	16961.305280	19537.126061	25975.049182
30762.571177	109.391208	460.696252	14452.205003	28869.489118	17278.246897	19257.843215	416.405743	20002.327812	410.418341	30325.867021	32011.098702	433.000485	28809.896692	14004.053249	18349.973876
22029.231470	19990.519224	19044.020596	408.813890	20077.689142	409.224596	18271.807999	18935.334701	20895.160174	20871.800044	469.498302	16711.864401	16394.906567	449.417014	33459.108005	16877.801376
105133.334284	21575.488248	29612.708407	18288.010375	24701.599892	18620.705627	15778.088141	21877.830569	29582.701190	17440.365282	17279.614628	31778.337178	485.678437	18392.091759	29707.507603	25749.199872
105140.727338	27243.833999	28581.332071	15946.741694	17342.102608	15960.810163	29875.681800	473.608965	19092.620565	17712.132670	17436.644638	28631.075874	16675.077468	17883.556352	24713.510478	17108.178686
434.685000	17303.828257	25138.221414	16718.805917	16958.340906	17567.570949	493.161723	561.919136	17344.108138	28740.085589	18354.955105	19108.931155	17993.557113	20944.377165	18453.128400	26002.804307
451.327399	17951.039949	28912.672752	486.469276	37627.166970	449.096116	32529.074502	524.105918	21917.654400	466.563157	16797.972724	14545.949226	16477.272637	18302.051939	19826.475612	468.411589
105135.798520	684.891590	18562.639295	25973.251494	18058.291147	19695.918474	104675.717784	470.162064	17686.556933	101475.936592	29164.509972	17667.423800	17494.192128	105143.191920	15389.331339	17063.497118
28066.052903	29355.526117	415.343452	30686.355206	15305.024356	31575.446895	30515.741132	466.027211	441.283315	458.963715	25908.961696	20087.047431	19330.835561	23284.407750	16940.421447	424.357160
20267.827505	18036.027136	18865.696120	17298.221868	31160.541088	31265.418927	18931.313111	425.429922	372.880816	547.836573	22247.963831	17388.383475	15484.473442	15279.499092	14091.658380	26986.864267
486.297431	541.033263	18496.702496	18116.369617	33202.922918	18100.120955	15225.655634	18974.631324	17003.811770	16609.526917	25254.398049	16445.491121	17030.846179	16271.113518	541.223185	425.279909
29675.626463	32451.308019	17544.699461	17340.631654	29230.063477	473.257313	23360.934814	399.701897	22782.381930	19288.790289	31308.334932	17794.114411	17171.149383	17025.633800	17915.562926	105140.727338
