5/10/2023	11:19:02 AM

Pc[W]	Q0	Eacc[MV/m]	He_temp[K]
0.025	59437945563.892	3.554	2.001500
0.000318	0.036417	-0.027747	0.000302	0.000020	0.000036	-0.000948	-0.025134	-0.000035	-0.000000	0.000188	-0.000024	0.000601	0.000125	-0.000091	0.000300
0.000095	0.000118	-0.000336	-0.000179	-0.000102	-0.000181	-0.000240	-0.027916	-0.000687	0.000137	0.007783	0.000183	0.000365	-0.000138	-0.000317	0.000315
0.038470	-0.000165	0.000012	-0.000400	-0.000313	0.000273	-0.000052	-0.000230	0.005377	-0.000072	0.025688	0.000288	-0.594243	-0.000034	-0.013288	-0.001003
-0.000112	-0.002293	-0.000338	-0.000087	0.000115	-0.000147	-0.000041	0.000267	0.000017	0.000530	0.012404	-0.000130	0.000368	0.000163	-0.000170	-0.000168
-0.000025	0.002361	0.029726	0.000412	0.000046	0.000213	0.000551	-0.040757	0.000272	0.010685	-0.000050	0.000224	-0.006748	0.000005	0.000406	0.000055
0.001070	-0.000145	0.000159	-0.005611	0.000046	0.026756	-0.000033	0.000047	0.000130	-0.002668	-0.014364	-0.000298	-0.000229	-0.035538	0.010569	0.001505
0.000000	0.000084	-0.000127	0.000248	0.000202	-0.000064	0.000056	-0.000441	0.000246	-0.000127	-0.000026	-0.000054	-0.015658	-0.000071	-0.000020	-0.000172
-0.000000	-0.000001	0.000075	-0.000073	0.000082	-0.000062	-0.000366	0.027785	0.000302	-0.000341	0.000075	-0.000102	0.000070	0.000268	-0.000069	-0.000168
-0.039037	0.000369	0.000219	-0.000285	0.000430	0.000269	0.000705	0.030687	-0.000033	-0.000127	0.000047	0.000122	0.000064	0.000007	-0.000087	0.000109
-0.029607	-0.000343	-0.000360	0.043163	-0.000112	0.024882	0.000067	-0.011097	-0.000199	-0.007065	0.000017	0.000286	-0.000168	0.000436	-0.000346	-0.002388
0.000000	0.032306	0.000363	-0.000178	0.000086	0.000293	0.000056	-0.025824	0.000032	-0.000033	0.000334	-0.000115	0.000373	-0.000000	-0.000000	0.000000
